"id","title","abstract","publication_year","topics","topic_ids","primary_topic","concepts"
"W3203964276","A Multitask Learning Approach for Fake News Detection: Novelty, Emotion, and Sentiment Lend a Helping Hand","The recent explosion in false information on social media has led to intensive research on automatic fake news detection models and fact-checkers. Fake news and misinformation, due to its peculiarity and rapid dissemination, have posed many interesting challenges to the Natural Language Processing (NLP) and Machine Learning (ML) community. Admissible literature shows that novel information includes the element of surprise, which is the principal characteristic for the amplification and virality of misinformation. Novel and emotional information attracts immediate attention in the reader. Emotion is the presentation of a certain feeling or sentiment. Sentiment helps an individual to convey his emotion through expression and hence the two are co-related. Thus, Novelty of the news item and thereafter detecting the Emotional state and Sentiment of the reader appear to be three key ingredients, tightly coupled with misinformation. In this paper we propose a deep multitask learning model that jointly performs novelty detection, emotion recognition, sentiment prediction, and misinformation detection. Our proposed model achieves the state-of-the-art(SOTA) performance for fake news detection on three benchmark datasets, viz. ByteDance, Fake News Challenge(FNC), and Covid-Stance with 11.55%, 1.58%, and 21.76% improvement in accuracy, respectively. The proposed approach also shows the efficacy over the single-task framework with an accuracy gain of 11.53, 28.62, and 14.31 percentage points for the above three datasets. The source code is available at https://github.com/Nish-19/Multitask-Fake-News-NES.","2021","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T10028"", ""T10664""]","Misinformation and Its Impacts","[""Novelty"", ""Computer science"", ""Misinformation"", ""Sentiment analysis"", ""Artificial intelligence"", ""Novelty detection"", ""Social media"", ""Multi-task learning"", ""Surprise"", ""Key (lock)"", ""Benchmark (surveying)"", ""Deep learning"", ""Microblogging"", ""Task (project management)"", ""Machine learning"", ""Natural language processing"", ""Psychology"", ""World Wide Web"", ""Computer security"", ""Social psychology"", ""Economics"", ""Geography"", ""Geodesy"", ""Management""]"
"W3019133485","Role of Contextual Features in Fake News Detection: A Review","Deceptive news has an intention to defame a person, an institution or an organization. It often has a catastrophic effect on the views of the readers. With the advancement of technology, social media and online sites are made so accessible that, it acts as a catalyst for spreading fake news. Identification of such misinformation is a challenging task even for humans. But with Deep learning and Machine learning techniques, there have been efforts to solve this problem. In this paper the influence of linguistic characteristics and contextual features in fake news detection are analyzed and certain techniques like Naive Bayes, KNN, SVM, Decision tree, Hybrid CNN, CMS etc. are compared.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Misinformation"", ""Computer science"", ""Social media"", ""Identification (biology)"", ""Artificial intelligence"", ""Naive Bayes classifier"", ""Fake news"", ""Task (project management)"", ""Decision tree"", ""Institution"", ""Support vector machine"", ""Machine learning"", ""Deep learning"", ""Deception"", ""Natural language processing"", ""Internet privacy"", ""Psychology"", ""World Wide Web"", ""Computer security"", ""Engineering"", ""Political science"", ""Social psychology"", ""Systems engineering"", ""Biology"", ""Botany"", ""Law""]"
"W3094341001","Fake News Detection in Social Media: A Systematic Review","The growth of social networks platforms leverages the consumption of news due to its easy access, spreading behavior, and low cost. However, this revolution in the way that information is released has provided the growth of something that always walked side by side with the real news: we are talking about fake news. After the 2016 U.S. presidential election this term became more popular and dangerous because of its negative effect on society. In this context, recent contributions has appeared addressing several related topics, such as spreading behavior, methods for spreading contention, and fake news detection algorithms. Despite of the growth of this type of research, it is difficult for a researcher to identify the current state-of-the-art literature about fake news detection. To overcome this obstacle, this paper presents a systematic review of the literature that brings an overview of this research area and analyzes the the high-quality studies about fake news detection. Through this systematic literature review, more than 6,000 articles were found according to our search protocol. Then, we put these studies through stages of screening to ensure that they were quality assessed. Were elected 32 high-quality studies according to our PRISMA flow diagram defined in this paper. These studies were then categorized by their contribution type and algorithm. This work shown that Twitter and Weibo1 are the social media platform most applied by selected studies, and deep learning algorithms given the best detection results, specially LSTM. Besides, this SR exposes the lack of research for fake news detection in other language than english. Finally, we expect this study can help researchers identify the greatest contributions as well as research opportunities.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Advanced Malware Detection Techniques""]","[""T11147"", ""T11644"", ""T11241""]","Misinformation and Its Impacts","[""Social media"", ""Computer science"", ""Fake news"", ""Context (archaeology)"", ""Systematic review"", ""Quality (philosophy)"", ""Data science"", ""Internet privacy"", ""Artificial intelligence"", ""Computer security"", ""World Wide Web"", ""Political science"", ""Law"", ""Paleontology"", ""Biology"", ""Philosophy"", ""Epistemology"", ""MEDLINE""]"
"W3128489934","A Hybrid Model for Effective Fake News Detection with a Novel COVID-19 Dataset","Due to the increasing number of users in social media, news articles can be quickly published or share among users without knowing its credibility and authenticity Fast spreading of fake news articles using different social media platforms can create inestimable harm to society These actions could seriously jeopardize the reliability of news media platforms So it is imperative to prevent such fraudulent activities to foster the credibility of such social media platforms An efficient automated tool is a primary necessity to detect such misleading articles Considering the issues mentioned earlier, in this paper, we propose a hybrid model using multiple branches of the convolutional neural network (CNN) with Long Short Term Memory (LSTM) layers with different kernel sizes and filters To make our model deep, which consists of three dense layers to extract more powerful features automatically In this research, we have created a dataset (FN-COV) collecting 69976 fake and real news articles during the pandemic of COVID-19 with tags like social-distancing, covid19, and quarantine We have validated the performance of our proposed model with one more real-time fake news dataset: PHEME The capability of combined kernels and layers of our C-LSTM network is lucrative towards both the datasets With our proposed model, we achieved an accuracy of 91 88% with PHEME, which is higher as compared to existing models and 98 62% with FN-COV dataset © 2021 by SCITEPRESS - Science and Technology Publications, Lda","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""COVID-19 diagnosis using AI""]","[""T11147"", ""T11644"", ""T11775""]","Misinformation and Its Impacts","[""Computer science"", ""Credibility"", ""Social media"", ""Fake news"", ""Convolutional neural network"", ""Reliability (semiconductor)"", ""Artificial intelligence"", ""Harm"", ""Coronavirus disease 2019 (COVID-19)"", ""Machine learning"", ""Information retrieval"", ""Data science"", ""World Wide Web"", ""Internet privacy"", ""Law"", ""Disease"", ""Quantum mechanics"", ""Medicine"", ""Physics"", ""Power (physics)"", ""Political science"", ""Pathology"", ""Infectious disease (medical specialty)""]"
"W3163040778","Explainable Tsetlin Machine framework for fake news detection with credibility score assessment","The proliferation of fake news, i.e., news intentionally spread for misinformation, poses a threat to individuals and society. Despite various fact-checking websites such as PolitiFact, robust detection techniques are required to deal with the increase in fake news. Several deep learning models show promising results for fake news classification, however, their black-box nature makes it difficult to explain their classification decisions and quality-assure the models. We here address this problem by proposing a novel interpretable fake news detection framework based on the recently introduced Tsetlin Machine (TM). In brief, we utilize the conjunctive clauses of the TM to capture lexical and semantic properties of both true and fake news text. Further, we use the clause ensembles to calculate the credibility of fake news. For evaluation, we conduct experiments on two publicly available datasets, PolitiFact and GossipCop, and demonstrate that the TM framework significantly outperforms previously published baselines by at least $5\%$ in terms of accuracy, with the added benefit of an interpretable logic-based representation. Further, our approach provides higher F1-score than BERT and XLNet, however, we obtain slightly lower accuracy. We finally present a case study on our model's explainability, demonstrating how it decomposes into meaningful words and their negations.","2021","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Spam and Phishing Detection""]","[""T11147"", ""T10028"", ""T11644""]","Misinformation and Its Impacts","[""Credibility"", ""Misinformation"", ""Computer science"", ""Fake news"", ""Artificial intelligence"", ""Machine learning"", ""Representation (politics)"", ""Natural language processing"", ""Negation"", ""Quality (philosophy)"", ""Information retrieval"", ""Newspaper"", ""Computer security"", ""Internet privacy"", ""Advertising"", ""Political science"", ""Politics"", ""Programming language"", ""Business"", ""Law"", ""Epistemology"", ""Philosophy""]"
"W3007154278","Multi-Modal Component Embedding for Fake News Detection","As numerous fake news bloom and spread wildly on social media, fake news detection has recently been drawing a growing amount of attention. Single news consists of various multi-modal components (e.g., text, image, and event). Thus, a desirable model for fake news detection must satisfy two requirements: 1) it must correctly learn the reliability of each component 2) it must be capable of capturing the relationship among the components. In this paper, we propose a Multi-modal Component Embedding framework (MCE) for fake news detection, which is designed to satisfy all the requirements. It first defines a latent vector for each news article as the sum of its component latent vectors. For each component, we regard its magnitude as its reliability, and regard its directional relationship as its consistency. In this context, the magnitude of each news latent vector represents how reliable the news is. Thus, MCE learns the latent space so that the magnitude of the real news vectors becomes larger than that of the fake news vectors. During the training, a news vector becomes larger when its component vectors are reliable (i.e., large magnitude) and when its component vectors are well aligned (i.e., high consistency). By doing so, MCE can capture the complex relationship among the components as well as the reliability of each component. Our extensive experiments on two real-world datasets show that MCE outperforms all the baselines. We also provide a qualitative analysis on the embedding space to verify its capability of satisfying the requirements.","2020","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Spam and Phishing Detection""]","[""T11147"", ""T10028"", ""T11644""]","Misinformation and Its Impacts","[""Component (thermodynamics)"", ""Computer science"", ""Modal"", ""Embedding"", ""Context (archaeology)"", ""Consistency (knowledge bases)"", ""Reliability (semiconductor)"", ""Data mining"", ""Artificial intelligence"", ""Geography"", ""Chemistry"", ""Archaeology"", ""Polymer chemistry"", ""Physics"", ""Quantum mechanics"", ""Thermodynamics"", ""Power (physics)""]"
"W4229084043","COVID-19 Fake News Detection Using Ensemble-Based Deep Learning Model","Fake news on various medicines, foods, and vaccinations relating to the COVID-19 pandemic has increased dramatically. These fake news reports lead individuals to believe in false and sometimes harmful claims and stories, and they also influence people’s vaccination opinions. Immediately detecting COVID-19 false news can help to reduce the spread of fear, confusion, and potential health risks among citizens. An ensemble-based deep learning model for detecting COVID-19-related fake news on Twitter is proposed in this article. CT-BERT, BERTweet, and roberta are three different models that are fine-tuned on COVID-19-linked text data to separate fake and authentic news. In addition, the proposed ensemble-based model is compared to a variety of standard machine learning and deep learning models. In the detection of COVID-19 fake news from Twitter, the proposed ensemble-based deep learning model achieved state-of-the-art performance with a weighted $F_1$F1-score of 0.99.","2022","[""Misinformation and Its Impacts"", ""Sentiment Analysis and Opinion Mining"", ""Spam and Phishing Detection""]","[""T11147"", ""T10664"", ""T11644""]","Misinformation and Its Impacts","[""Fake news"", ""Deep learning"", ""Coronavirus disease 2019 (COVID-19)"", ""Computer science"", ""Artificial intelligence"", ""Confusion"", ""Ensemble forecasting"", ""Ensemble learning"", ""Pandemic"", ""Internet privacy"", ""Machine learning"", ""Psychology"", ""Medicine"", ""Psychoanalysis"", ""Infectious disease (medical specialty)"", ""Pathology"", ""Disease""]"
"W4291700891","Fake News Detection using Machine Learning","With the advent of the World Wide Web and the swift advocacy of online platforms paved the way for news propagation that has never been seen in the past. With the present situation of social media platforms, users are developing and sharing more information when compared to the last five years, some of them are not even related to real life. Classifying the text automatically is a tedious and tough job to do. To give a verdict on the truthfulness of an article, a professional too needs to explore multiple aspects of the domain first. Machine learning algorithms are popularly being used to detect the truthfulness of a piece of text. In present scenario, different performance metrics are used to compare and evaluate the effectiveness of various machine learning algorithms. The study examines various textual properties that can be utilized to differentiate the fake and real news. Natural Language Processing techniques are used for data pre-processing which increases the accuracy of the machine learning models. Further, the extracted and preprocessed properties are used to train various ML classifiers with all possible combinations and the built models are then evaluated using various performance metrics.","2022","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Swift"", ""Machine learning"", ""Artificial intelligence"", ""Domain (mathematical analysis)"", ""Social media"", ""Natural language processing"", ""World Wide Web"", ""Mathematics"", ""Programming language"", ""Mathematical analysis""]"
"W4375929029","RDGT-GAN: Robust Distribution Generalization of Transformers for COVID-19 Fake News Detection","Social media platforms have become a vital source of information during the outbreak of the pandemic (COVID-19). The phenomena of fake information or news spread through social media have become increasingly prevalent and a powerful tool for information proliferation. Detecting fake news is crucial for the betterment of society. Existing fake news detection models focus on increasing the performance which leads to overfitting and lag generalizability. Hence, these models require training for various datasets of the same domain with significant variations in the distribution. In our work, we have addressed this overfitting issue by designing a robust distribution generalization of transformers-based generative adversarial network (RDGT-GAN) architecture, which can generalize the model for COVID-19 fake news datasets with different distributions without retraining. Based on our experimental findings, it is evident that the proposed model outperforms the current state-of-the-art (SOTA) models in terms of performance.","2023","[""Misinformation and Its Impacts"", ""Advanced Malware Detection Techniques"", ""Digital Media Forensic Detection""]","[""T11147"", ""T11241"", ""T12357""]","Misinformation and Its Impacts","[""Overfitting"", ""Computer science"", ""Social media"", ""Artificial intelligence"", ""Generalizability theory"", ""Transformer"", ""Machine learning"", ""Coronavirus disease 2019 (COVID-19)"", ""Generalization"", ""Data mining"", ""Artificial neural network"", ""Engineering"", ""Mathematics"", ""World Wide Web"", ""Statistics"", ""Medicine"", ""Infectious disease (medical specialty)"", ""Disease"", ""Pathology"", ""Mathematical analysis"", ""Voltage"", ""Electrical engineering""]"
"W4385710972","Fake News Detection using LSTM based deep learning approach","The identification of false information has become a critical concern in the modern era of technology, as the ready availability of information and widespread utilization of social media platforms have accelerated the dissemination of inaccurate news. The ability to accurately identify false news can help to mitigate the negative effects of misinformation, such as public confusion, political polarization, and potential harm to public health and safety. This paper presents a comprehensive review of ML and DL based approaches for fake news detection. Our review provides insights and guidance for researchers and practitioners interested in developing effective fake news detection systems using ML and DL approaches. News reporters often need to verify authenticity of news stories before publishing or reporting them. By utilizing fake news detection models, reporters can filter out fake news and focus on reporting accurate and reliable information.","2023","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Misinformation"", ""Fake news"", ""Harm"", ""Social media"", ""News media"", ""Internet privacy"", ""Computer science"", ""Confusion"", ""Identification (biology)"", ""Filter (signal processing)"", ""Focus (optics)"", ""Data science"", ""Political science"", ""Advertising"", ""World Wide Web"", ""Computer security"", ""Psychology"", ""Business"", ""Law"", ""Optics"", ""Biology"", ""Computer vision"", ""Botany"", ""Physics"", ""Psychoanalysis""]"
"W3108402444","A Semi-supervised Learning Method for Fake News Detection in Social Media","“Fake news” is one of the most frequent terms in news media and their spread in online social medias has been grown in recent years. Their impact affect both personal and political decisions where the latter is more important. Due to the variety of news sources and the complexity of validations, machine learning approaches are used to automatically analyze the news. The aim of this research is to detect fake news using deep learning techniques. The method is based on a semi-supervised learning framework targeting both labeled and unlabeled data using convolutional neural network. In this method, first, various features of text and image data are extracted using CNN. Then, linear discrimination analysis (LDA) is used to predict the classes of unclassified data. Also, the fitness function is modified in a way to increase the effect of estimated class in each step. Results show that the proposed method outperforms other methods in terms of recall, specificity, and sensitivity with a precision value of 95.5%.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Social media"", ""Fake news"", ""Supervised learning"", ""Artificial intelligence"", ""Semi-supervised learning"", ""Internet privacy"", ""World Wide Web"", ""Artificial neural network""]"
"W4395096669","Multimodal Social Media Fake News Detection Based on Similarity Inference and Adversarial Networks","As social networks become increasingly complex, contemporary fake news often includes textual descriptions of events accompanied by corresponding images or videos. Fake news in multiple modalities is more likely to create a misleading perception among users. While early research primarily focused on text-based features for fake news detection mechanisms, there has been relatively limited exploration of learning shared representations in multimodal (text and visual) contexts. To address these limitations, this paper introduces a multimodal model for detecting fake news, which relies on similarity reasoning and adversarial networks. The model employs Bidirectional Encoder Representation from Transformers (BERT) and Text Convolutional Neural Network (Text-CNN) for extracting textual features while utilizing the pre-trained Visual Geometry Group 19-layer (VGG-19) to extract visual features. Subsequently, the model establishes similarity representations between the textual features extracted by Text-CNN and visual features through similarity learning and reasoning. Finally, these features are fused to enhance the accuracy of fake news detection, and adversarial networks have been employed to investigate the relationship between fake news and events. This paper validates the proposed model using publicly available multimodal datasets from Weibo and Twitter. Experimental results demonstrate that our proposed approach achieves superior performance on Twitter, with an accuracy of 86%, surpassing traditional unimodal modal models and existing multimodal models. In contrast, the overall better performance of our model on the Weibo dataset surpasses the benchmark models across multiple metrics. The application of similarity reasoning and adversarial networks in multimodal fake news detection significantly enhances detection effectiveness in this paper. However, current research is limited to the fusion of only text and image modalities. Future research directions should aim to further integrate features from additional modalities to comprehensively represent the multifaceted information of fake news.","2024","[""Misinformation and Its Impacts"", ""Sentiment Analysis and Opinion Mining"", ""Spam and Phishing Detection""]","[""T11147"", ""T10664"", ""T11644""]","Misinformation and Its Impacts","[""Computer science"", ""Artificial intelligence"", ""Convolutional neural network"", ""Similarity (geometry)"", ""Multimodal learning"", ""Adversarial system"", ""Inference"", ""Feature learning"", ""Autoencoder"", ""Fake news"", ""Social media"", ""Representation (politics)"", ""Deep learning"", ""Benchmark (surveying)"", ""Machine learning"", ""Modalities"", ""Encoder"", ""Image (mathematics)"", ""World Wide Web"", ""Geodesy"", ""Social science"", ""Internet privacy"", ""Political science"", ""Operating system"", ""Geography"", ""Politics"", ""Law"", ""Sociology""]"
"W3107309253","Fake News Detection using Multilingual Evidence","Nowadays, misleading information spreads over the internet at an incredible speed, which can lead to irreparable consequences. As a result, it is becoming more and more essential to combat fake news, especially in the early stages of its origins. Over the past years, a lot of work has been done in this direction. However, all existed solutions have their limitations. One of the main limitations of the current approaches is that the majority of the models are focused only on one language and do not use any multilingual information. In this work, we investigate the new approach of fake news detection based on multilingual evidence. We show effectiveness of the proposed approach in a manual and an automated evaluation experiments.","2020","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Media Influence and Politics""]","[""T11147"", ""T11644"", ""T13718""]","Misinformation and Its Impacts","[""Computer science"", ""Fake news"", ""Natural language processing"", ""Artificial intelligence"", ""Internet privacy""]"
"W4402242819","Unveiling the hidden patterns: A novel semantic deep learning approach to fake news detection on social media","The rise of social media as a source of news consumption has led to the spread of fake news, posing serious consequences for both individuals and society. The detection and prevention of fake news are essential, and previous research has shown that incorporating news content along with its associated headlines and user comments can improve detection performance. However, the semantic relationships between these elements have not been fully explored. This paper proposes a novel approach that models the relationships between news bodies and associated headlines/user comments using deep learning techniques, such as fine-tuned Bidirectional Encoder Representations from Transformers (BERT) and cross-level cross-modality attention sub-networks. In our proposed model, we utilize two different configurations of BERT: pool-based representation, which provides a representation of the entire document, and sequence representation, which represents each token within the document (i.e., at the word and text levels). The approach also encodes user-posting behavioural features and fuses the output of these components to detect fake news using a classification layer. Our experiments on benchmark datasets demonstrate the superiority of the proposed method over existing state-of-the-art (SOTA) approaches, highlighting the importance of utilizing semantic relationships for improved fake news detection (FND). These findings have significant implications for combating the spread of fake news and protecting society from its negative effects.","2024","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Computer science"", ""Social media"", ""Fake news"", ""Artificial intelligence"", ""Deep learning"", ""World Wide Web"", ""Information retrieval"", ""Natural language processing"", ""Data science"", ""Internet privacy""]"
"W3175916155","MetaDetector: Meta Event Knowledge Transfer for Fake News Detection","The blooming of fake news on social networks has devastating impacts on society, the economy, and public security. Although numerous studies are conducted for the automatic detection of fake news, the majority tend to utilize deep neural networks to learn event-specific features for superior detection performance on specific datasets. However, the trained models heavily rely on the training datasets and are infeasible to apply to upcoming events due to the discrepancy between event distributions. Inspired by domain adaptation theories, we propose an end-to-end adversarial adaptation network, dubbed as MetaDetector , to transfer meta knowledge (event-shared features) between different events. Specifically, MetaDetector pushes the feature extractor and event discriminator to eliminate event-specific features and preserve required meta knowledge by adversarial training. Furthermore, the pseudo-event discriminator is utilized to evaluate the importance of news records in historical events to obtain partial knowledge that are discriminative for detecting fake news. Under the coordinated optimization among all the submodules, MetaDetector accurately transfers the meta knowledge of historical events to the upcoming event for fact checking. We conduct extensive experiments on two real-world datasets collected from Sina Weibo and Twitter. The experimental results demonstrate that MetaDetector outperforms the state-of-the-art methods, especially when the distribution discrepancy between events is significant.","2022","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Spam and Phishing Detection""]","[""T11147"", ""T10028"", ""T11644""]","Misinformation and Its Impacts","[""Computer science"", ""Discriminator"", ""Event (particle physics)"", ""Discriminative model"", ""Transfer of learning"", ""Artificial intelligence"", ""Adversarial system"", ""Feature (linguistics)"", ""Adaptation (eye)"", ""Machine learning"", ""Meta learning (computer science)"", ""Benchmark (surveying)"", ""Management"", ""Philosophy"", ""Task (project management)"", ""Physics"", ""Detector"", ""Geography"", ""Quantum mechanics"", ""Optics"", ""Linguistics"", ""Geodesy"", ""Economics"", ""Telecommunications""]"
"W3169614590","Financial Fake News Detection with Multi fact CNN-LSTM Model","Nowadays, financial news is an indispensable source for investors to conduct research and investment decisions. At the same time, there are many fake financial news flooded into people's daily life. This kind of information may affect public opinion and provide opportunities for some criminals to manipulate the financial market. However, due to the lack of available comparative information, the model based on linguistic features is much less effective in the real world. We believe that multi-source fact comparison and inspection should be integrated into the false news detection model to detect fake news. As the crystallization of collective wisdom, user comments can be of great benefit to this task. News sources are also crucial for detecting. Besides, existing models often ignore one point that financial fake news usually talks about the relevant market, so the market data should be token into consideration. Our proposed multi fact CNNLSTM model integrates all these dimensions mentioned above and performs well. Specially, we use attention mechanism to extract the information from the comments and make a list of authoritative websites to identify the source of news. As for the market dimension, according to the financial products mentioned in the news, we get market price and check whether the statements in the article are correct. Finally, we assign a weight to each dimension and let the model learns by itself.","2021","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Sentiment Analysis and Opinion Mining""]","[""T11147"", ""T11644"", ""T10664""]","Misinformation and Its Impacts","[""Dimension (graph theory)"", ""Computer science"", ""Security token"", ""Financial market"", ""Point (geometry)"", ""News media"", ""Data science"", ""Finance"", ""Advertising"", ""Business"", ""Computer security"", ""Pure mathematics"", ""Geometry"", ""Mathematics""]"
"W4409671571","Modality Interactive Mixture-of-Experts for Fake News Detection","The proliferation of fake news on social media platforms disproportionately impacts vulnerable populations, eroding trust, exacerbating inequality, and amplifying harmful narratives. Detecting fake news in multimodal contexts-where deceptive content combines text and images-is particularly challenging due to the nuanced interplay between modalities. Existing multimodal fake news detection methods often emphasize cross-modal consistency but ignore the complex interactions between text and visual elements, which may complement, contradict, or independently influence the predicted veracity of a post. To address these challenges, we present Modality Interactive Mixture-of-Experts for Fake News Detection (MIMoE-FND), a novel hierarchical Mixture-of-Expert framework designed to enhance multimodal fake news detection by explicitly modeling modality interactions through an interaction gating mechanism. Our approach models modality interactions by evaluating two key aspects of modality interactions: unimodal prediction agreement and semantic alignment. The hierarchical structure of MIMoE-FND allows for distinct learning pathways tailored to different fusion scenarios, adapting to the unique characteristics of each modality interaction. By tailoring fusion strategies to diverse modality interaction scenarios, MIMoE-FND provides a more robust and nuanced approach to multimodal fake news detection. We evaluate our approach on three real-world benchmarks spanning two languages, demonstrating its superior performance compared to state-of-the-art methods. By enhancing the accuracy and interpretability of fake news detection, MIMoE-FND offers a promising tool to mitigate the spread of misinformation, with potential to better safeguard vulnerable communities against its harmful effects.","2025","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Modality (human–computer interaction)"", ""Computer science"", ""Fake news"", ""Multimedia"", ""Artificial intelligence"", ""Information retrieval"", ""Internet privacy""]"
"W4385488551","TieFake: Title-Text Similarity and Emotion-Aware Fake News Detection","Fake news detection aims to detect fake news widely spreading on social media platforms, which can negatively influence the public and the government. Many approaches have been developed to exploit relevant information from news images, text, or videos. However, these methods may suffer from the following limitations: (1) ignore the inherent emotional information of the news, which could be beneficial since it contains the subjective intentions of the authors; (2) pay little attention to the relation (similarity) between the title and textual information in news articles, which often use irrelevant title to attract reader' attention. To this end, we propose a novel Title-Text similarity and emotion-aware Fake news detection (TieFake) method by jointly modeling the multi-modal context information and the author sentiment in a unified framework. Specifically, we respectively employ BERT and ResNeSt to learn the representations for text and images, and utilize publisher emotion extractor to capture the author's subjective emotion in the news content. We also propose a scale-dot product attention mechanism to capture the similarity between title features and textual features. Experiments are conducted on two publicly available multi-modal datasets, and the results demonstrate that our proposed method can significantly improve the performance of fake news detection. Our code is available at https://github.com/UESTC-GQJ/TieFake.","2023","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""Topic Modeling""]","[""T11147"", ""T11644"", ""T10028""]","Misinformation and Its Impacts","[""Computer science"", ""Similarity (geometry)"", ""Information retrieval"", ""Context (archaeology)"", ""Exploit"", ""Social media"", ""Sentiment analysis"", ""Emotion detection"", ""World Wide Web"", ""Artificial intelligence"", ""Emotion recognition"", ""Image (mathematics)"", ""Paleontology"", ""Biology"", ""Computer security""]"
"W4386973907","Modeling Both Intra- and Inter-Modality Uncertainty for Multimodal Fake News Detection","Multimodal fake news detection has obtained increasing attention recently. Existing works generally encode multimodal contents into a deterministic point in semantic subspaces, and then fuse multimodal features by simple concatenation or attention mechanisms. However, most methods suffer from adapting to noisy multimodal contents since they neglect the robustness of modality-specific features. Besides, as different modalities usually have varying confidence levels, previous attention-based fusion models that learn modality-independent weights based on the input data feature, would limit the optimal integration of multimodal contents. To alleviate the above issues, we propose novel Multimodal Uncertainty Learning Network (MM-ULN) to enhance multimodal fake news detection by modeling both intra- and inter-modality uncertainty. Specifically, we incorporate a novel intra-modality uncertainty learning (EUL) module to better understand noisy multimodal contents. EULs provide feature regularization in a variational way, successfully alleviating the effects of data uncertainty within modalities. We design a new variational attention fusion (VAF) module to adaptively fuse multimodal contents with modality-dependent weights. The VAF module consider the relative confidence between modalities and enables to explore complementary properties for detection. Extensive experiments on two benchmark datasets demonstrate the effectiveness and superiority of MM-ULN on multimodal fake news detection.","2023","[""Misinformation and Its Impacts"", ""Spam and Phishing Detection"", ""COVID-19 diagnosis using AI""]","[""T11147"", ""T11644"", ""T11775""]","Misinformation and Its Impacts","[""Computer science"", ""Modalities"", ""Modality (human–computer interaction)"", ""Artificial intelligence"", ""Robustness (evolution)"", ""Benchmark (surveying)"", ""Feature (linguistics)"", ""Machine learning"", ""Pattern recognition (psychology)"", ""Social science"", ""Linguistics"", ""Geodesy"", ""Sociology"", ""Biochemistry"", ""Gene"", ""Philosophy"", ""Chemistry"", ""Geography""]"
"W4221149672","GAME-ON: Graph Attention Network based Multimodal Fusion for Fake News Detection","Social media in present times has a significant and growing influence. Fake news being spread on these platforms have a disruptive and damaging impact on our lives. Furthermore, as multimedia content improves the visibility of posts more than text data, it has been observed that often multimedia is being used for creating fake content. A plethora of previous multimodal-based work has tried to address the problem of modeling heterogeneous modalities in identifying fake content. However, these works have the following limitations: (1) inefficient encoding of inter-modal relations by utilizing a simple concatenation operator on the modalities at a later stage in a model, which might result in information loss; (2) training very deep neural networks with a disproportionate number of parameters on small but complex real-life multimodal datasets result in higher chances of overfitting. To address these limitations, we propose GAME-ON, a Graph Neural Network based end-to-end trainable framework that allows granular interactions within and across different modalities to learn more robust data representations for multimodal fake news detection. We use two publicly available fake news datasets, Twitter and Weibo, for evaluations. Our model outperforms on Twitter by an average of 11% and keeps competitive performance on Weibo, within a 2.6% margin, while using 65% fewer parameters than the best comparable state-of-the-art baseline.","2022","[""Misinformation and Its Impacts"", ""Topic Modeling"", ""Spam and Phishing Detection""]","[""T11147"", ""T10028"", ""T11644""]","Misinformation and Its Impacts","[""Computer science"", ""Modalities"", ""Overfitting"", ""Graph"", ""Margin (machine learning)"", ""Social media"", ""Baseline (sea)"", ""Artificial intelligence"", ""Concatenation (mathematics)"", ""Machine learning"", ""Artificial neural network"", ""Information retrieval"", ""World Wide Web"", ""Theoretical computer science"", ""Geology"", ""Combinatorics"", ""Social science"", ""Sociology"", ""Oceanography"", ""Mathematics""]"
